City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
103,Sao Filipe,CV,70.68,clear sky,14.8961,-24.4956,Hotel Xaguate
104,Bandarbeyla,SO,77.04,broken clouds,9.4942,50.8122,JABIR HOTEL
105,Slave Lake,CA,49.71,scattered clouds,55.2834,-114.769,Super 8 by Wyndham Slave Lake AB
106,Vestmanna,FO,45.52,overcast clouds,62.1564,-7.1664,Vestmanna Camping
107,Bengkulu,ID,75.63,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
108,Onega,RU,31.96,overcast clouds,63.9061,38.1404,Lunny Kot Guest House
109,Nantucket,US,53.74,clear sky,41.2835,-70.0995,Jared Coffin House
110,Bonthe,SL,78.78,scattered clouds,7.5264,-12.505,Bonthe Holiday Village
111,Avarua,CK,78.85,overcast clouds,-21.2078,-159.775,Paradise Inn
112,Barhi,IN,77.97,broken clouds,23.9,80.8,"Govt , st senior boys hostel Barhi"
113,Kitimat,CA,44.98,heavy intensity rain,54.0524,-128.6534,Kingfish Westcoast Adventures Ltd. Kitimat Estuary Lodge B&B
114,Kemin,KG,32.5,snow,42.7846,75.6892,Hotel Kok-Oirok
115,Pisco,PE,76.01,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
116,Ranong,TH,78.48,overcast clouds,9.9658,98.6348,Tinidee Hotel@Ranong
117,Sri Aman,MY,73.36,light rain,1.2376,111.4621,Seri Simanggang Hotel
118,Bilma,NE,75.6,clear sky,18.6853,12.9164,Expeditions Ténére voyages
119,Wilmington Island,US,76.03,broken clouds,32.0036,-80.9737,Breezeway Studio Manor LLC
120,Mount Isa,AU,67.77,light rain,-20.7333,139.5,ibis Styles Mt Isa Verona
121,Grand Gaube,MU,78.39,moderate rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
122,Vasteras,SE,40.91,clear sky,59.6162,16.5528,Scandic Västerås
123,Sur,OM,77.77,clear sky,22.5667,59.5289,Sur Plaza Hotel
124,Saint Anthony,US,41.95,moderate rain,45.0205,-93.218,Holiday Inn Express Roseville-St. Paul
125,Naze,JP,61.16,overcast clouds,28.3667,129.4833,Shishime Hotel
126,Inongo,CD,71.82,overcast clouds,-1.95,18.2667,Hotel Du Lac
127,Najran,SA,73.47,clear sky,17.4924,44.1277,محمد هادي ال فطيح
128,Juba,SS,78.69,scattered clouds,4.8517,31.5825,ROYAL PALACE HOTEL - JUBA
129,Knysna,ZA,69.75,broken clouds,-34.0363,23.0471,Protea Hotel by Marriott Knysna Quays
130,Bismarck,US,49.06,clear sky,46.8083,-100.7837,Ramkota Hotel & Conference Center
131,Aljezur,PT,55.8,overcast clouds,37.3191,-8.8033,Amazigh Hostel
132,Ponta Do Sol,PT,64.06,scattered clouds,32.6667,-17.1,Hotel do Campo
133,Liuzhou,CN,51.73,moderate rain,24.3126,109.3892,Linjiang Inn
134,Srandakan,ID,77.77,overcast clouds,-7.9386,110.2506,Puri Brata
135,Danjiangkou,CN,40.32,overcast clouds,32.5428,111.5086,Dongsheng Guesthouse
136,Torbay,CA,34.29,shower rain,47.6666,-52.7314,Gallows Cove
137,Lupiro,TZ,71.01,light rain,-8.3833,36.6667,AFRICAN JACCANA EXECUTIVE LODGE
138,Lata,PT,56.8,light rain,40.1629,-8.3327,Casa Maquia
139,Fontanka,UA,40.1,clear sky,46.5626,30.8607,Villa Lavender Hotel
140,Tortoli,IT,49.82,broken clouds,39.9256,9.6572,Hotel La Bitta
141,Shoreview,US,41.92,moderate rain,45.0791,-93.1472,Hilton Garden Inn Minneapolis St. Paul-Shoreview
142,Dongsheng,CN,30.58,broken clouds,39.8161,109.9776,Crowne Plaza Ordos
143,Uyuni,BO,64.67,few clouds,-20.4597,-66.825,Hostal La Magia de Uyuni
144,Ucluelet,CA,51.1,overcast clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
145,Karla,EE,39.16,clear sky,59.3723,24.9275,River Villa
146,Westport,US,58.28,clear sky,41.1415,-73.3579,The Inn at Longshore
147,Makat,KZ,25.9,clear sky,47.6469,53.3463,Umit
148,East Chicago,US,59.05,overcast clouds,41.6392,-87.4548,Tica Apts
149,Antigonish,CA,29.26,overcast clouds,45.6169,-61.9986,Claymore Inn and Suites
150,Cidreira,BR,73.27,overcast clouds,-30.1811,-50.2056,Hotel Castelo
151,Mantua,IT,47.44,clear sky,45.1667,10.7833,Hotel la Favorita
152,Horsham,GB,55.72,clear sky,51.064,-0.3272,Springfields Hotel
153,New Norfolk,AU,54.9,broken clouds,-42.7826,147.0587,The Shingles Riverside Cottages
154,Guerrero Negro,MX,72.21,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
155,Lubango,AO,62.38,moderate rain,-14.9172,13.4925,Hotel Serra da Chela
156,Nanortalik,GL,23.79,overcast clouds,60.1432,-45.2371,Hotel Kap Farvel
157,Matamoros,MX,71.71,clear sky,25.5333,-103.25,Quinta Belem
158,Tukrah,LY,49.57,few clouds,32.5341,20.5791,Lagrota restaurant
159,Fortuna,US,55.98,overcast clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
160,Mackay,AU,69.67,clear sky,-21.15,149.2,International Lodge Motel
161,Sitka,US,46.29,broken clouds,57.0531,-135.33,Westmark Sitka
162,Mojo,ET,70.38,light rain,8.6,39.1167,Abroma Hotel
163,Baiyin,CN,40.64,broken clouds,36.5583,104.2081,GreenTree Alliance Gansu Baiyin Renmin Road Hotel
164,Katsuura,JP,42.58,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
165,Dabat,ET,63.46,broken clouds,12.9842,37.765,Haymanot hotel
166,Sigiriya,LK,72.79,few clouds,7.9518,80.7426,Hotel Sigiriya
167,Vila Franca Do Campo,PT,62.2,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
168,Mangit,UZ,54.01,overcast clouds,40.5971,70.9607,Dangara Hotel
169,Kaitangata,NZ,55.76,clear sky,-46.2817,169.8464,Kaitangata Motor Camp
170,Salta,AR,71.51,broken clouds,-24.7859,-65.4117,Hotel Alejandro I
171,Salalah,OM,75.29,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
172,Ocean City,US,64.58,broken clouds,39.2776,-74.5746,Biscayne Suites
173,Mithi,PK,71.67,clear sky,24.7318,69.7981,Ashiyana guest house
174,Mae Sai,TH,73.33,overcast clouds,20.4335,99.8762,Piyaporn Hill Paradise Hotel
175,Port Lincoln,AU,62.19,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
176,Faya,SA,59.52,clear sky,18.3851,42.4509,املاك خالد الشعشوع
177,Rantoul,US,54.01,light rain,40.3084,-88.1559,First Heritage Inn
178,North Platte,US,53.11,overcast clouds,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
179,Neos Marmaras,GR,48.29,broken clouds,40.1,23.7833,Meliton Inn Hotel & Suites
180,Nikolskoye,RU,37.29,clear sky,59.7035,30.7861,Tourist House - Sablino
181,Auki,SB,77.2,overcast clouds,-8.7676,160.7034,Auki Motel
182,Japura,ID,75.6,light rain,-0.3167,102.35,Rumah mbah Jamah
183,Porosozero,RU,29.46,scattered clouds,62.7191,32.727,Porosozero
184,Tezu,IN,76.98,overcast clouds,27.9167,96.1667,Circuit House
185,Pelym,RU,25.36,overcast clouds,61.0108,61.9978,Obshchezhitiye Pelymskogo Lpumg
186,Olafsvik,IS,35.76,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
187,Berezovka,BY,44.69,clear sky,53.7214,25.4993,Nad Nemanom Usad'ba
188,Ahipara,NZ,65.91,scattered clouds,-35.1667,173.1667,Ahipara Holiday Park
189,Cabatuan,PH,77.07,overcast clouds,10.8794,122.486,MVC Transient Room
190,Tafresh,IR,44.6,clear sky,34.692,50.013,Pardisan Hotel
191,Forbes,AU,67.91,overcast clouds,-33.3833,148.0167,Lake Forbes Motel
192,Jiangyou,CN,50.65,overcast clouds,31.7667,104.7167,Shangping Shuyuan Inn
193,Takaka,NZ,65.55,overcast clouds,-40.85,172.8,Golden Bay Motels
194,Saint-Joseph,RE,77.38,scattered clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
195,Lucapa,AO,65.82,light rain,-8.4192,20.7447,Residência Ulisses Dos Santos
196,Husavik,IS,33.64,overcast clouds,66.0449,-17.3389,Bjarnabúð
197,Mbanza-Ngungu,CD,66.76,overcast clouds,-5.25,14.8667,Hotel Full Business
198,Rio Grande,BR,75.31,light rain,-32.035,-52.0986,Hotel Atlântico Rio Grande
199,Broken Hill,AU,62.17,broken clouds,-31.95,141.4333,Royal Exchange Hotel
200,Port Moresby,PG,76.21,overcast clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
201,Alekseyevka,RU,29.61,broken clouds,50.6309,38.6903,Apartment on Ploshchad Pobedy
202,Skjervoy,NO,33.8,snow,70.0311,20.9714,Skjervøy fiskecamp AS
203,Sabha,LY,55.63,clear sky,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
204,Kaeo,NZ,66.33,few clouds,-35.1,173.7833,Bushido Lodge
205,Mehamn,NO,31.91,light shower snow,71.0357,27.8492,Mehamn Arctic Hotel AS
206,Patea,NZ,65.7,light rain,-39.7583,174.4833,Patea Rest N Fresh
207,Jawhar,SO,77.25,clear sky,2.7809,45.5005,hantiwadaag village part one
208,Twentynine Palms,US,78.96,scattered clouds,34.1356,-116.0542,"Holiday Inn Express & Suites Twentynine Palms- Joshua Tree, an IHG Hotel"
209,Cap Malheureux,MU,78.48,moderate rain,-19.9842,57.6142,Pereybere Hotel & Spa
210,Mahebourg,MU,78.26,light rain,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
211,Manbij,SY,40.78,light rain,36.5281,37.9549,Manbej City Hotel
212,Nizwa,OM,73.9,clear sky,22.9333,57.5333,Orient Apartments
213,Swan River,CA,34.0,overcast clouds,52.1058,-101.2676,Super 8 by Wyndham Swan River MB
214,Yambio,SS,71.65,light rain,4.5721,28.3955,Naivasha Hotel
215,Senanga,ZM,66.6,clear sky,-16.1167,23.2667,Zango lodge
216,Huntington,US,72.5,clear sky,38.4193,-82.4452,Ramada Limited Huntington
217,Ryotsu,JP,38.44,clear sky,38.0833,138.4333,Sadokamoko Onsen Kohanno Yado Yoshidaya
218,Jalu,LY,52.86,scattered clouds,29.0331,21.5482,صاحبة الفخامة
219,San Isidro,PE,74.5,clear sky,-12.1167,-77.05,Radisson Hotel Decapolis Miraflores
220,Lakes Entrance,AU,57.16,broken clouds,-37.8811,147.981,The Esplanade Resort & Spa
221,Mandeville,JM,76.39,overcast clouds,18.0417,-77.5071,Mandeville Hotel
222,Hameln,DE,51.8,clear sky,52.104,9.3562,Hotel Stadt Hameln
223,Belmonte,BR,77.5,scattered clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
224,Zarya,RU,40.51,clear sky,55.7553,38.0958,Hotel Dali
225,Vestmannaeyjar,IS,45.93,overcast clouds,63.4427,-20.2734,Glamping & Camping
226,Tumut,AU,61.39,overcast clouds,-35.3,148.2167,Amaroo Motel
227,Gualeguaychu,AR,66.06,overcast clouds,-33.0094,-58.5172,Hotel Los Angeles
228,Hwange,ZW,66.51,few clouds,-18.3693,26.5019,Hwange Colliery Guest House
229,Nuristan,AF,24.96,overcast clouds,35.3,70.8333,لَکچُک هوټل
230,Zmeinogorsk,RU,25.45,light snow,51.1567,82.195,"Kompastur, Gostinitsa"
231,Vangaindrano,MG,73.29,overcast clouds,-23.35,47.6,Hotel Fanilo
232,South Lake Tahoe,US,56.97,clear sky,38.9332,-119.9844,Tahoe Lakeshore Lodge & Spa
233,Teknaf,BD,74.62,broken clouds,20.8624,92.3058,Forestry Guesthouse
234,Coquimbo,CL,65.93,few clouds,-29.9533,-71.3436,Hotel San Juan
235,Pocoes,BR,74.62,broken clouds,-14.5297,-40.3653,Poções Palace Hotel
236,Zapolyarnyy,RU,31.28,overcast clouds,69.4154,30.8136,Pechenga
237,Kaspiyskiy,RU,35.31,clear sky,45.3929,47.3707,"Gostinitsa ""Gostevoy Dvor"""
238,Sangmelima,CM,75.58,light rain,2.9333,11.9833,gamestar hotel
239,Sikeston,US,55.29,moderate rain,36.8767,-89.5879,Drury Inn & Suites Sikeston
240,Hami,CN,43.48,broken clouds,42.8,93.45,Laoyutang Resort
241,Kruisfontein,ZA,65.88,few clouds,-34.0033,24.7314,Oyster Bay House Rental
242,Gravdal,NO,42.69,broken clouds,68.1214,13.5031,Skreda Rorbusuiter
243,Dhemaji,IN,71.71,clear sky,27.4833,94.5833,SPOT ON 48710 Hotel Shikha
244,Constitucion,CL,63.5,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
245,Coihaique,CL,60.75,broken clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
246,Ambovombe,MG,71.42,clear sky,-25.1667,46.0833,RELAHARA
247,Soc Trang,VN,78.67,scattered clouds,9.6033,105.98,Phu Quy Hotel
248,Povorino,RU,28.58,overcast clouds,51.1945,42.2457,Hotel Povorino
249,Praia Da Vitoria,PT,60.76,few clouds,38.7333,-27.0667,Hotel Branco I
250,Viesca,MX,72.18,clear sky,25.35,-102.8,LA VIEZCA (Parque Magico)
251,Hirara,JP,70.48,light rain,24.8,125.2833,Hotel Atoll Emerald Miyakojima
252,Fallon,US,60.67,scattered clouds,39.4735,-118.7774,Best Western Fallon Inn & Suites
253,Muros,ES,55.69,overcast clouds,42.7762,-9.0603,Apartment Av. Castelao
254,Chiman,PK,69.24,clear sky,32.5463,73.8138,Master Muhammad zafar iqbal
255,Warrnambool,AU,58.8,overcast clouds,-38.3833,142.4833,Lady Bay Resort
256,Cayenne,GF,75.24,light rain,4.9333,-52.3333,Hôtel Le Dronmi
257,Rincon,US,75.9,broken clouds,32.296,-81.2354,Days Inn Rincon
258,Geraldton,AU,59.41,clear sky,-28.7667,114.6,Broadwater Mariner Resort
259,Broome,US,48.65,clear sky,42.2506,-75.833,Chenango Valley State Park
260,Houma,US,78.8,haze,29.5958,-90.7195,Courtyard by Marriott Houma
261,Pochinki,RU,31.44,broken clouds,54.6988,44.8668,Дом для заморских гостей
262,Cairns,AU,72.07,few clouds,-16.9167,145.7667,Mantra Trilogy Cairns
263,Skegness,GB,52.34,clear sky,53.1436,0.3363,The Royal Hotel
264,La Ronge,CA,32.74,overcast clouds,55.1001,-105.2842,Northland Motor Hotel
265,Cururupu,BR,75.63,heavy intensity rain,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
266,Merritt,CA,44.65,overcast clouds,50.1123,-120.7942,Ramada Limited Merritt
267,Belle Fourche,US,48.31,overcast clouds,44.6714,-103.8522,Kings Inn
268,Young,UY,65.84,overcast clouds,-32.6833,-57.6333,Posada Gira el Sol
269,Khotyn,UA,46.65,clear sky,48.4833,26.5,"Khotyn, Hotelʹ"
270,Los Llanos De Aridane,ES,62.35,few clouds,28.6585,-17.9182,Valle Aridane
271,Ambulu,ID,75.36,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
272,Berlevag,NO,31.95,light snow,70.8578,29.0864,Kvitbrakka
273,Rocha,UY,72.88,moderate rain,-34.4833,-54.3333,Hotel Arrarte
274,Lasa,IT,42.03,clear sky,46.6166,10.7002,Pension Feldgärtenhof
275,Messina,IT,51.78,scattered clouds,38.1933,15.5497,Hotel Touring
276,Baishishan,CN,25.5,overcast clouds,43.5833,127.5667,白林宾馆
277,Zhaoyuan,CN,41.0,overcast clouds,37.3592,120.3964,Super 8 Hotel Yantai Zhaoyuan Bus Terminal Branch
278,Kiunga,PG,73.29,moderate rain,-6.1219,141.2906,Airport Lodge Kiunga
279,Greensburg,US,61.02,broken clouds,40.3015,-79.5389,Courtyard by Marriott Pittsburgh Greensburg
280,Ingham,US,46.78,overcast clouds,42.6,-84.3833,Sunset Mobile Home Park
281,Ferme-Neuve,CA,33.24,overcast clouds,46.7001,-75.4493,Pourvoirie Club Fontbrune Ltee
282,Ancud,CL,54.23,light rain,-41.8697,-73.8203,Hotel Arena Gruesa
283,Shenjiamen,CN,46.78,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
284,Tateyama,JP,38.1,overcast clouds,34.9833,139.8667,Tateyama Seaside Hotel
285,Marsh Harbour,BS,74.28,clear sky,26.5412,-77.0636,Abaco Beach Resort
286,Komsomolskiy,UZ,52.63,overcast clouds,40.4272,71.7189,Ikathouse
287,Santa Maria Del Oro,MX,74.35,clear sky,25.9333,-105.3667,Hotel Palacio Del Sol
288,Sept-Iles,CA,39.06,overcast clouds,50.2001,-66.3821,Comfort Inn
289,Rabo De Peixe,PT,61.29,few clouds,37.8,-25.5833,Quinta das Giestas
290,Byron Bay,AU,62.94,few clouds,-28.65,153.6167,Backpackers Inn
291,Antalaha,MG,75.65,broken clouds,-14.9003,50.2788,Hotel Vitasoa
292,Plettenberg Bay,ZA,69.13,scattered clouds,-34.0527,23.3716,Thanda Vista B&B
293,Utica,US,49.39,scattered clouds,43.1009,-75.2327,Days Inn by Wyndham Utica
294,Provost,CA,42.53,clear sky,52.3501,-110.2683,Canalta Hotel Provost
295,Joniskis,LT,40.12,clear sky,56.2403,23.6153,Audruvis
296,Zheleznodorozhnyy,RU,43.32,clear sky,55.7503,38.0042,Hotel Dali
297,Holme,DK,40.95,clear sky,56.1138,10.1725,Hotel Ritz Aarhus City
298,Huaiyuan,CN,41.9,broken clouds,32.973,117.1995,Shell Bengbu Huaiyuan County West Yuwang Road Hotel
299,Anjiang,CN,42.93,scattered clouds,27.3194,110.1031,Dahua Hotel
300,Praya,CV,70.34,few clouds,14.9215,-23.5087,LT Aparthotel
301,Curup,ID,66.31,overcast clouds,-3.4667,102.5333,Ayi The Costel
302,Griffith,US,57.06,overcast clouds,41.5284,-87.4237,Apartment above Depot Bar
303,Topdac,PH,58.59,broken clouds,16.5553,120.7116,Our Northern Home Transient House
304,Callaway,US,77.92,scattered clouds,30.153,-85.5699,"Holiday Inn Express & Suites Panama City-Tyndall, an IHG Hotel"
305,Sarramea,NC,74.71,overcast clouds,-21.6421,165.8452,Guest House le Domaine du Meranki
306,Daru,PG,77.63,overcast clouds,-9.0763,143.2092,Daru Lodge
307,Nicolae Balcescu,RO,41.2,clear sky,46.4667,26.9167,Hotel Levisticum
308,Zhob,PK,65.07,clear sky,31.3411,69.4481,ROOM # 105 DUBAI HOTEL ZHOB
309,Dwarka,IN,75.36,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
